<b>[11-11-2019 04:02:30 AM] Rin has edited Rin Helsing(76561198093375356) Stats! OLD - Bank: 400000 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 5</b>
[22-07-2019 06:50:46 PM] AndrewSanderson has edited [TMP] Pvt. J. Spreezy(76561198427415147) Stats! NEW - Bank: 1358020 | Cash: 0 | Medic: 0 | Cop: 2 | Admin: 
<b>[22-07-2019 06:48:59 PM] AndrewSanderson has edited [TMP] Pvt. A. Sanderson(76561198310430800) Stats! OLD - Bank: 542328 | Cash: 100000 | Medic: 0 | Cop: 1 | Admin: 4</b>
<b>[22-07-2019 06:48:59 PM] AndrewSanderson has edited [TMP] Pvt. A. Sanderson(76561198310430800) Stats! NEW - Bank: 542328 | Cash: 100000 | Medic: 0 | Cop: 2 | Admin: </b>
[22-07-2019 06:44:24 PM] AndrewSanderson has edited [TMP] Pvt. C. Manarello(76561198879109187) Stats! OLD - Bank: 244099 | Cash: 1550 | Medic: 0 | Cop: 1 | Admin: 0
[22-07-2019 06:44:24 PM] AndrewSanderson has edited [TMP] Pvt. C. Manarello(76561198879109187) Stats! NEW - Bank: 244099 | Cash: 1550 | Medic: 0 | Cop: 2 | Admin: 
[22-07-2019 06:32:44 PM] pauly has edited [nato] cpl. d. sosa(76561198882285494) Stats! OLD - Bank: 502797 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 06:32:44 PM] pauly has edited [nato] cpl. d. sosa(76561198882285494) Stats! NEW - Bank: 502797 | Cash: 0 | Medic: 0 | Cop: 2 | Admin: 0
[22-07-2019 06:32:37 PM] pauly has edited [nato] cpl. d. sosa(76561198882285494) Stats! OLD - Bank: 502797 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 06:32:37 PM] pauly has edited [nato] cpl. d. sosa(76561198882285494) Stats! NEW - Bank: 502797 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 05:46:39 PM] pauly has edited [nato] cpl. d. sosa(76561198882285494) Stats! OLD - Bank: 502797 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 0
[22-07-2019 05:46:39 PM] pauly has edited [nato] cpl. d. sosa(76561198882285494) Stats! NEW - Bank: 502797 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 05:46:22 PM] pauly has edited [NATO] Pfc. J. Del Rey(76561198310025287) Stats! OLD - Bank: 323896 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 05:46:22 PM] pauly has edited [NATO] Pfc. J. Del Rey(76561198310025287) Stats! NEW - Bank: 323896 | Cash: 0 | Medic: 0 | Cop: 2 | Admin: 0
[22-07-2019 05:45:48 PM] pauly has edited [NATO] Pfc. J. Del Rey(76561198310025287) Stats! OLD - Bank: 323896 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 05:45:48 PM] pauly has edited [NATO] Pfc. J. Del Rey(76561198310025287) Stats! NEW - Bank: 323896 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 05:44:00 PM] pauly has edited [NATO] Pfc. J. Del Rey(76561198310025287) Stats! OLD - Bank: 323896 | Cash: 0 | Medic: 0 | Cop: 2 | Admin: 0
[22-07-2019 05:44:00 PM] pauly has edited [NATO] Pfc. J. Del Rey(76561198310025287) Stats! NEW - Bank: 323896 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 05:17:31 PM] AndrewSanderson has edited [TMP] Pfc.A.Hajaar(76561198299465582) Stats! OLD - Bank: 477375 | Cash: 0 | Medic: 0 | Cop: 2 | Admin: 0
[22-07-2019 05:17:31 PM] AndrewSanderson has edited [TMP] Pfc.A.Hajaar(76561198299465582) Stats! NEW - Bank: 477375 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 
[22-07-2019 04:59:35 PM] AndrewSanderson has edited Marcus Manarello(76561198161941338) Stats! OLD - Bank: 80000 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 04:59:35 PM] AndrewSanderson has edited Marcus Manarello(76561198161941338) Stats! NEW - Bank: 80000 | Cash: 0 | Medic: 5 | Cop: 0 | Admin: 
[22-07-2019 04:43:18 PM] GamingOnline has edited Jerald Bubbles(76561198271828980) Stats! OLD - Bank: 80000 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 04:43:18 PM] GamingOnline has edited Jerald Bubbles(76561198271828980) Stats! NEW - Bank: 1000000 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[Monday 22nd of July 2019 03:39:42 PM] pauly has added a note to Johny hunter(76561198237935076) Account!
[22-07-2019 03:39:25 PM] pauly has edited Johny hunter(76561198237935076) Stats! OLD - Bank: 1563064 | Cash: 14522 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 03:39:25 PM] pauly has edited Johny hunter(76561198237935076) Stats! NEW - Bank: 1713064 | Cash: 14522 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 01:20:10 PM] pauly has edited [TMP] Pfc. K. Zhu(76561198833485266) Stats! OLD - Bank: 50508 | Cash: 0 | Medic: 0 | Cop: 4 | Admin: 2
[22-07-2019 01:20:10 PM] pauly has edited [TMP] Pfc. K. Zhu(76561198833485266) Stats! NEW - Bank: 50508 | Cash: 0 | Medic: 0 | Cop: 4 | Admin: 2
[22-07-2019 01:18:54 PM] pauly has edited Johny hunter(76561198237935076) Stats! OLD - Bank: 1363064 | Cash: 14522 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 01:18:54 PM] pauly has edited Johny hunter(76561198237935076) Stats! NEW - Bank: 1563064 | Cash: 14522 | Medic: 0 | Cop: 0 | Admin: 0
[Monday 22nd of July 2019 01:18:37 PM] pauly has added a note to Johny hunter(76561198237935076) Account!
[22-07-2019 12:30:00 PM] AndrewSanderson has edited Liam Capone(76561198850488744) Stats! OLD - Bank: 201948 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 12:30:00 PM] AndrewSanderson has edited Liam Capone(76561198850488744) Stats! NEW - Bank: 250000 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 
[22-07-2019 10:21:06 AM] Haywood has edited Pauly Zhu(76561198170373903) Stats! OLD - Bank: 480352 | Cash: 0 | Medic: 5 | Cop: 10 | Admin: 5
[22-07-2019 10:21:06 AM] Haywood has edited Pauly Zhu(76561198170373903) Stats! NEW - Bank: 480352 | Cash: 0 | Medic: 5 | Cop: 10 | Admin: 5
[22-07-2019 10:21:04 AM] Jason Smith has edited Pauly Zhu(76561198170373903) Stats! OLD - Bank: 480352 | Cash: 0 | Medic: 5 | Cop: 10 | Admin: 5
[22-07-2019 10:21:04 AM] Jason Smith has edited Pauly Zhu(76561198170373903) Stats! NEW - Bank: 480352 | Cash: 0 | Medic: 5 | Cop: 10 | Admin: 
[22-07-2019 07:06:01 AM] Jordan has edited [UN] Lotus Wood(76561198353356662) Stats! OLD - Bank: 176083 | Cash: 1000 | Medic: 5 | Cop: 0 | Admin: 0
[22-07-2019 07:06:01 AM] Jordan has edited [UN] Lotus Wood(76561198353356662) Stats! NEW - Bank: 176083 | Cash: 1000 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 06:57:07 AM] Jason Smith has edited [NATO] Pfc. R. DeYoung(76561198109351716) Stats! OLD - Bank: 114738 | Cash: 0 | Medic: 0 | Cop: 2 | Admin: 0
[22-07-2019 06:57:07 AM] Jason Smith has edited [NATO] Pfc. R. DeYoung(76561198109351716) Stats! NEW - Bank: 114738 | Cash: 0 | Medic: 0 | Cop: 2 | Admin: 
[22-07-2019 06:56:59 AM] Jason Smith has edited [NATO] Pfc. J. Del Rey(76561198310025287) Stats! OLD - Bank: 273175 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 06:56:59 AM] Jason Smith has edited [NATO] Pfc. J. Del Rey(76561198310025287) Stats! NEW - Bank: 273175 | Cash: 0 | Medic: 0 | Cop: 2 | Admin: 
[22-07-2019 06:56:35 AM] Jason Smith has edited Tree Ambushe(76561198353127618) Stats! OLD - Bank: 337461 | Cash: 0 | Medic: 5 | Cop: 2 | Admin: 0
[22-07-2019 06:56:35 AM] Jason Smith has edited Tree Ambushe(76561198353127618) Stats! NEW - Bank: 337461 | Cash: 0 | Medic: 5 | Cop: 2 | Admin: 
[22-07-2019 06:55:14 AM] Jason Smith has edited [NATO] Cpl. A. Shady(76561198303456549) Stats! OLD - Bank: 313630 | Cash: 0 | Medic: 0 | Cop: 3 | Admin: 0
[22-07-2019 06:55:14 AM] Jason Smith has edited [NATO] Cpl. A. Shady(76561198303456549) Stats! NEW - Bank: 313630 | Cash: 0 | Medic: 0 | Cop: 3 | Admin: 
[22-07-2019 06:54:52 AM] Jason Smith has edited [NATO] Pfc. J. Del Rey(76561198310025287) Stats! OLD - Bank: 273175 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 0
[22-07-2019 06:54:52 AM] Jason Smith has edited [NATO] Pfc. J. Del Rey(76561198310025287) Stats! NEW - Bank: 273175 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 
[22-07-2019 06:54:43 AM] Jason Smith has edited [NATO] Cpl. J Reddington(76561198404773914) Stats! OLD - Bank: 271240 | Cash: 36513 | Medic: 0 | Cop: 10 | Admin: 3
[22-07-2019 06:54:43 AM] Jason Smith has edited [NATO] Cpl. J Reddington(76561198404773914) Stats! NEW - Bank: 271240 | Cash: 36513 | Medic: 0 | Cop: 5 | Admin: 
[22-07-2019 06:54:17 AM] Jason Smith has edited [NATO] Cpl. J Reddington(76561198404773914) Stats! OLD - Bank: 271240 | Cash: 36513 | Medic: 0 | Cop: 10 | Admin: 3
[22-07-2019 06:54:17 AM] Jason Smith has edited [NATO] Cpl. J Reddington(76561198404773914) Stats! NEW - Bank: 271240 | Cash: 36513 | Medic: 0 | Cop: 10 | Admin: 
[22-07-2019 06:54:04 AM] Jason Smith has edited [NATO] Cpl. T. Vercetti(76561198072164059) Stats! OLD - Bank: 188660 | Cash: 0 | Medic: 0 | Cop: 5 | Admin: 1
[22-07-2019 06:54:04 AM] Jason Smith has edited [NATO] Cpl. T. Vercetti(76561198072164059) Stats! NEW - Bank: 188660 | Cash: 0 | Medic: 0 | Cop: 5 | Admin: 
[22-07-2019 06:53:51 AM] Jason Smith has edited [NATO] Cpt. J. Spencer(76561198293157190) Stats! OLD - Bank: 598210 | Cash: 10000 | Medic: 0 | Cop: 7 | Admin: 0
[22-07-2019 06:53:51 AM] Jason Smith has edited [NATO] Cpt. J. Spencer(76561198293157190) Stats! NEW - Bank: 598210 | Cash: 10000 | Medic: 0 | Cop: 7 | Admin: 
[22-07-2019 06:53:35 AM] Jason Smith has edited [NATO] Col. K. Jarino(76561198316812270) Stats! OLD - Bank: 1067820 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 0
[22-07-2019 06:53:35 AM] Jason Smith has edited [NATO] Col. K. Jarino(76561198316812270) Stats! NEW - Bank: 1067820 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 
[22-07-2019 06:53:20 AM] Jason Smith has edited [NATO] Gen. D. Murphy(76561198299466043) Stats! OLD - Bank: 204445 | Cash: 0 | Medic: 0 | Cop: 9 | Admin: 0
[22-07-2019 06:53:20 AM] Jason Smith has edited [NATO] Gen. D. Murphy(76561198299466043) Stats! NEW - Bank: 204445 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 
[22-07-2019 06:52:39 AM] Jason Smith has edited [NATO] Haywood Jarino(76561198093375356) Stats! OLD - Bank: 7025257 | Cash: 39550 | Medic: 0 | Cop: 10 | Admin: 5
[22-07-2019 06:52:39 AM] Jason Smith has edited [NATO] Haywood Jarino(76561198093375356) Stats! NEW - Bank: 7025257 | Cash: 39550 | Medic: 0 | Cop: 10 | Admin: 
[22-07-2019 06:52:32 AM] Jason Smith has edited [NATO] B. Trapstar(76561198293578146) Stats! OLD - Bank: 15000 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 5
[22-07-2019 06:52:32 AM] Jason Smith has edited [NATO] B. Trapstar(76561198293578146) Stats! NEW - Bank: 15000 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 
[22-07-2019 06:52:20 AM] Jason Smith has edited [NATO] 1Lt. D. Rose(76561198172908623) Stats! OLD - Bank: 80000 | Cash: 0 | Medic: 0 | Cop: 6 | Admin: 0
[22-07-2019 06:52:20 AM] Jason Smith has edited [NATO] 1Lt. D. Rose(76561198172908623) Stats! NEW - Bank: 80000 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 
[22-07-2019 06:52:07 AM] Jason Smith has edited Mitchell Parker(76561198040157483) Stats! OLD - Bank: 122678 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 06:52:07 AM] Jason Smith has edited Mitchell Parker(76561198040157483) Stats! NEW - Bank: 122678 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 
[22-07-2019 06:51:58 AM] Jason Smith has edited [TMP] Pvt V. Paris(76561198185024631) Stats! OLD - Bank: 83146 | Cash: 4503 | Medic: 0 | Cop: 1 | Admin: 0
[22-07-2019 06:51:58 AM] Jason Smith has edited [TMP] Pvt V. Paris(76561198185024631) Stats! NEW - Bank: 83146 | Cash: 4503 | Medic: 0 | Cop: 1 | Admin: 
[22-07-2019 06:51:52 AM] Jason Smith has edited [NATO] J. Trapstar(76561198936519057) Stats! OLD - Bank: 458854 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 0
[22-07-2019 06:51:52 AM] Jason Smith has edited [NATO] J. Trapstar(76561198936519057) Stats! NEW - Bank: 458854 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 
[22-07-2019 06:51:38 AM] Jason Smith has edited NATO Pvt. Y Mejias(76561198260961025) Stats! OLD - Bank: 222493 | Cash: 0 | Medic: 0 | Cop: 1 | Admin: 0
[22-07-2019 06:51:38 AM] Jason Smith has edited NATO Pvt. Y Mejias(76561198260961025) Stats! NEW - Bank: 222493 | Cash: 0 | Medic: 0 | Cop: 1 | Admin: 
[22-07-2019 06:51:30 AM] Jason Smith has edited Jacob Speezy(76561198427415147) Stats! OLD - Bank: 1324528 | Cash: 0 | Medic: 0 | Cop: 1 | Admin: 0
[22-07-2019 06:51:30 AM] Jason Smith has edited Jacob Speezy(76561198427415147) Stats! NEW - Bank: 1324528 | Cash: 0 | Medic: 0 | Cop: 1 | Admin: 
[22-07-2019 06:51:22 AM] Jason Smith has edited Andrew Feuerstein(76561198264345672) Stats! OLD - Bank: 1707665 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 06:51:22 AM] Jason Smith has edited Andrew Feuerstein(76561198264345672) Stats! NEW - Bank: 1707665 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 
[22-07-2019 06:51:15 AM] Jason Smith has edited David Baked(76561198365130873) Stats! OLD - Bank: 21315 | Cash: 0 | Medic: 5 | Cop: 0 | Admin: 0
[22-07-2019 06:51:15 AM] Jason Smith has edited David Baked(76561198365130873) Stats! NEW - Bank: 21315 | Cash: 0 | Medic: 5 | Cop: 0 | Admin: 
[22-07-2019 06:51:09 AM] Jason Smith has edited riley hajaar(76561198369168722) Stats! OLD - Bank: 87060 | Cash: 0 | Medic: 0 | Cop: 3 | Admin: 1
[22-07-2019 06:51:09 AM] Jason Smith has edited riley hajaar(76561198369168722) Stats! NEW - Bank: 87060 | Cash: 0 | Medic: 0 | Cop: 3 | Admin: 
[22-07-2019 06:51:02 AM] Jason Smith has edited Lucio Panini(76561198009978959) Stats! OLD - Bank: 168200 | Cash: 0 | Medic: 5 | Cop: 7 | Admin: 0
[22-07-2019 06:51:02 AM] Jason Smith has edited Lucio Panini(76561198009978959) Stats! NEW - Bank: 168200 | Cash: 0 | Medic: 5 | Cop: 7 | Admin: 
[22-07-2019 06:50:55 AM] Jason Smith has edited Caleb Trammell(76561198114635313) Stats! OLD - Bank: 95168 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 06:50:55 AM] Jason Smith has edited Caleb Trammell(76561198114635313) Stats! NEW - Bank: 95168 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 
[22-07-2019 06:50:49 AM] Jason Smith has edited Sam Newey(76561198258868284) Stats! OLD - Bank: 116669 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 06:50:49 AM] Jason Smith has edited Sam Newey(76561198258868284) Stats! NEW - Bank: 116669 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 
[22-07-2019 06:50:42 AM] Jason Smith has edited [NATO] Gen. D. Murphy(76561198299466043) Stats! OLD - Bank: 204445 | Cash: 0 | Medic: 0 | Cop: 9 | Admin: 0
[22-07-2019 06:50:42 AM] Jason Smith has edited [NATO] Gen. D. Murphy(76561198299466043) Stats! NEW - Bank: 204445 | Cash: 0 | Medic: 0 | Cop: 9 | Admin: 
[22-07-2019 06:50:32 AM] Jason Smith has edited MKaden(76561198138705499) Stats! OLD - Bank: 650879 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 0
[22-07-2019 06:50:32 AM] Jason Smith has edited MKaden(76561198138705499) Stats! NEW - Bank: 650879 | Cash: 0 | Medic: 0 | Cop: 0 | Admin: 
[22-07-2019 06:50:26 AM] Jason Smith has edited [TMP] Pvt.m.zhu(76561198162183930) Stats! OLD - Bank: 580417 | Cash: 0 | Medic: 0 | Cop: 1 | Admin: 0
[22-07-2019 06:50:26 AM] Jason Smith has edited [TMP] Pvt.m.zhu(76561198162183930) Stats! NEW - Bank: 580417 | Cash: 0 | Medic: 0 | Cop: 1 | Admin: 
[22-07-2019 06:50:19 AM] John Reddington has edited Bohn Borrester(76561198282014773) Stats! OLD - Bank: 75102 | Cash: 0 | Medic: 0 | Cop: 1 | Admin: 0
[22-07-2019 06:50:19 AM] John Reddington has edited Bohn Borrester(76561198282014773) Stats! NEW - Bank: 75102 | Cash: 0 | Medic: 0 | Cop: 2 | Admin: 
[22-07-2019 06:50:17 AM] Jason Smith has edited [NATO] Cpt. J. Spencer(76561198293157190) Stats! OLD - Bank: 598210 | Cash: 10000 | Medic: 0 | Cop: 7 | Admin: 0
[22-07-2019 06:50:17 AM] Jason Smith has edited [NATO] Cpt. J. Spencer(76561198293157190) Stats! NEW - Bank: 598210 | Cash: 10000 | Medic: 0 | Cop: 7 | Admin: 
[22-07-2019 06:50:09 AM] Jason Smith has edited [NATO] Cpl. T. Vercetti(76561198072164059) Stats! OLD - Bank: 188660 | Cash: 0 | Medic: 0 | Cop: 5 | Admin: 1
[22-07-2019 06:50:09 AM] Jason Smith has edited [NATO] Cpl. T. Vercetti(76561198072164059) Stats! NEW - Bank: 188660 | Cash: 0 | Medic: 0 | Cop: 5 | Admin: 
[Monday 22nd of July 2019 06:46:35 AM] Haywood has Issued [NATO] B. Trapstar(76561198293578146) -10 Warning Points. Reason: test
[Monday 22nd of July 2019 06:46:21 AM] Haywood has Issued [NATO] B. Trapstar(76561198293578146) 10 Warning Points. Reason: test
[22-07-2019 06:41:51 AM] Jason Smith has edited [TMP] Cpl. C. John(76561198200976389) Stats! OLD - Bank: 306878 | Cash: 0 | Medic: 0 | Cop: 3 | Admin: 0
[22-07-2019 06:41:51 AM] Jason Smith has edited [TMP] Cpl. C. John(76561198200976389) Stats! NEW - Bank: 306878 | Cash: 0 | Medic: 0 | Cop: 3 | Admin: 
[22-07-2019 06:41:44 AM] Jason Smith has edited Tree Ambushe(76561198353127618) Stats! OLD - Bank: 337461 | Cash: 0 | Medic: 5 | Cop: 2 | Admin: 0
[22-07-2019 06:41:44 AM] Jason Smith has edited Tree Ambushe(76561198353127618) Stats! NEW - Bank: 337461 | Cash: 0 | Medic: 5 | Cop: 2 | Admin: 
[22-07-2019 06:41:38 AM] Jason Smith has edited [NATO] Cpl. A. Shady(76561198303456549) Stats! OLD - Bank: 313630 | Cash: 0 | Medic: 0 | Cop: 3 | Admin: 0
[22-07-2019 06:41:38 AM] Jason Smith has edited [NATO] Cpl. A. Shady(76561198303456549) Stats! NEW - Bank: 313630 | Cash: 0 | Medic: 0 | Cop: 3 | Admin: 
[22-07-2019 06:41:32 AM] Jason Smith has edited [NATO] Sgt. A. Freeman(76561198201442377) Stats! OLD - Bank: 165623 | Cash: 0 | Medic: 0 | Cop: 4 | Admin: 5
[22-07-2019 06:41:32 AM] Jason Smith has edited [NATO] Sgt. A. Freeman(76561198201442377) Stats! NEW - Bank: 165623 | Cash: 0 | Medic: 0 | Cop: 4 | Admin: 
[22-07-2019 06:41:21 AM] Jason Smith has edited [NATO] Pfc. R. DeYoung(76561198109351716) Stats! OLD - Bank: 114738 | Cash: 0 | Medic: 0 | Cop: 2 | Admin: 0
[22-07-2019 06:41:21 AM] Jason Smith has edited [NATO] Pfc. R. DeYoung(76561198109351716) Stats! NEW - Bank: 114738 | Cash: 0 | Medic: 0 | Cop: 2 | Admin: 
[22-07-2019 06:41:07 AM] Jason Smith has edited Oakley Authento(76561198799120969) Stats! OLD - Bank: 283033 | Cash: 0 | Medic: 0 | Cop: 6 | Admin: 0
[22-07-2019 06:41:07 AM] Jason Smith has edited Oakley Authento(76561198799120969) Stats! NEW - Bank: 283033 | Cash: 0 | Medic: 0 | Cop: 6 | Admin: 
<b>[22-07-2019 06:41:05 AM] Haywood has edited [NATO] Haywood Jarino(76561198093375356) Stats! OLD - Bank: 7025257 | Cash: 39550 | Medic: 0 | Cop: 10 | Admin: 5</b>
<b>[22-07-2019 06:41:05 AM] Haywood has edited [NATO] Haywood Jarino(76561198093375356) Stats! NEW - Bank: 7025257 | Cash: 39550 | Medic: 0 | Cop: 10 | Admin: 5</b>
[22-07-2019 06:40:56 AM] Jason Smith has edited [NATO] Pfc. J. Del Rey(76561198310025287) Stats! OLD - Bank: 273175 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 0
[22-07-2019 06:40:56 AM] Jason Smith has edited [NATO] Pfc. J. Del Rey(76561198310025287) Stats! NEW - Bank: 273175 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 
[22-07-2019 06:40:52 AM] Jason Smith has edited [NATO] Cpl. J Reddington(76561198404773914) Stats! OLD - Bank: 271240 | Cash: 36513 | Medic: 0 | Cop: 10 | Admin: 3
[22-07-2019 06:40:52 AM] Jason Smith has edited [NATO] Cpl. J Reddington(76561198404773914) Stats! NEW - Bank: 271240 | Cash: 36513 | Medic: 0 | Cop: 10 | Admin: 
<b>[22-07-2019 06:40:51 AM] Haywood has edited [NATO] Haywood Jarino(76561198093375356) Stats! OLD - Bank: 7025257 | Cash: 39550 | Medic: 0 | Cop: 10 | Admin: 5</b>
<b>[22-07-2019 06:40:51 AM] Haywood has edited [NATO] Haywood Jarino(76561198093375356) Stats! NEW - Bank: 7025257 | Cash: 39550 | Medic: 0 | Cop: 10 | Admin: 5</b>
[22-07-2019 06:40:49 AM] Jason Smith has edited [TMP] Col. K. Gunz(76561198070796952) Stats! OLD - Bank: 9806180 | Cash: 0 | Medic: 5 | Cop: 10 | Admin: 0
[22-07-2019 06:40:49 AM] Jason Smith has edited [TMP] Col. K. Gunz(76561198070796952) Stats! NEW - Bank: 9806180 | Cash: 0 | Medic: 5 | Cop: 10 | Admin: 
[22-07-2019 06:40:45 AM] Jason Smith has edited Ben Jarino(76561198208080315) Stats! OLD - Bank: 4209417 | Cash: 0 | Medic: 5 | Cop: 10 | Admin: 5
[22-07-2019 06:40:45 AM] Jason Smith has edited Ben Jarino(76561198208080315) Stats! NEW - Bank: 4209417 | Cash: 0 | Medic: 5 | Cop: 10 | Admin: 
[22-07-2019 06:40:41 AM] Jason Smith has edited Pauly Zhu(76561198170373903) Stats! OLD - Bank: 478452 | Cash: 0 | Medic: 5 | Cop: 10 | Admin: 5
[22-07-2019 06:40:41 AM] Jason Smith has edited Pauly Zhu(76561198170373903) Stats! NEW - Bank: 478452 | Cash: 0 | Medic: 5 | Cop: 10 | Admin: 
[22-07-2019 06:40:37 AM] Jason Smith has edited [NATO] Sgt. J. Luckely(76561198123473506) Stats! OLD - Bank: 2373105 | Cash: 28081 | Medic: 5 | Cop: 10 | Admin: 5
[22-07-2019 06:40:37 AM] Jason Smith has edited [NATO] Sgt. J. Luckely(76561198123473506) Stats! NEW - Bank: 2373105 | Cash: 28081 | Medic: 5 | Cop: 10 | Admin: 
<b>[22-07-2019 06:40:35 AM] Haywood has edited [NATO] Haywood Jarino(76561198093375356) Stats! OLD - Bank: 7025257 | Cash: 39550 | Medic: 0 | Cop: 10 | Admin: 5</b>
<b>[22-07-2019 06:40:35 AM] Haywood has edited [NATO] Haywood Jarino(76561198093375356) Stats! NEW - Bank: 7025257 | Cash: 39550 | Medic: 0 | Cop: 10 | Admin: 5</b>
[22-07-2019 06:40:34 AM] Jason Smith has edited [NATO] Col. K. Jarino(76561198316812270) Stats! OLD - Bank: 1067820 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 0
[22-07-2019 06:40:34 AM] Jason Smith has edited [NATO] Col. K. Jarino(76561198316812270) Stats! NEW - Bank: 1067820 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 
[22-07-2019 06:40:29 AM] Jason Smith has edited Chris Yikes(76561198216587341) Stats! OLD - Bank: 19678 | Cash: 550 | Medic: 0 | Cop: 1 | Admin: 0
[22-07-2019 06:40:29 AM] Jason Smith has edited Chris Yikes(76561198216587341) Stats! NEW - Bank: 19678 | Cash: 550 | Medic: 0 | Cop: 0 | Admin: 
<b>[22-07-2019 06:40:24 AM] Haywood has edited [NATO] Haywood Jarino(76561198093375356) Stats! OLD - Bank: 7025257 | Cash: 39550 | Medic: 0 | Cop: 10 | Admin: 5</b>
<b>[22-07-2019 06:40:24 AM] Haywood has edited [NATO] Haywood Jarino(76561198093375356) Stats! NEW - Bank: 7025257 | Cash: 39550 | Medic: 0 | Cop: 10 | Admin: 5</b>
[22-07-2019 06:40:16 AM] Jason Smith has edited [NATO] Cpl. A. Belokov(76561198075021625) Stats! OLD - Bank: 1489217 | Cash: 27071 | Medic: 0 | Cop: 10 | Admin: 4
[22-07-2019 06:40:16 AM] Jason Smith has edited [NATO] Cpl. A. Belokov(76561198075021625) Stats! NEW - Bank: 1489217 | Cash: 27071 | Medic: 0 | Cop: 10 | Admin: 
<b>[22-07-2019 06:40:13 AM] brandon has edited [NATO] B. Trapstar(76561198293578146) Stats! OLD - Bank: 15000 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 5</b>
<b>[22-07-2019 06:40:13 AM] brandon has edited [NATO] B. Trapstar(76561198293578146) Stats! NEW - Bank: 15000 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 5</b>
[22-07-2019 06:40:08 AM] Jason Smith has edited Jordan Hansen(76561198326967896) Stats! OLD - Bank: 5833596 | Cash: 0 | Medic: 5 | Cop: 10 | Admin: 5
[22-07-2019 06:40:08 AM] Jason Smith has edited Jordan Hansen(76561198326967896) Stats! NEW - Bank: 5833596 | Cash: 0 | Medic: 5 | Cop: 10 | Admin: 
<b>[22-07-2019 06:40:08 AM] brandon has edited [NATO] B. Trapstar(76561198293578146) Stats! OLD - Bank: 15000 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 5</b>
<b>[22-07-2019 06:40:08 AM] brandon has edited [NATO] B. Trapstar(76561198293578146) Stats! NEW - Bank: 15000 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 5</b>
<b>[22-07-2019 06:40:01 AM] brandon has edited [NATO] B. Trapstar(76561198293578146) Stats! OLD - Bank: 15000 | Cash: 0 | Medic: 0 | Cop: 10 | Admin: 5</b>
